5700;8114846;8114846;25320808;67401;8140513;12245639;80616;43526;800585;
5800;8430871;8430871;27872081;68743;8457045;11670526;81959;44506;805730;
5900;8714926;8714926;27969830;70002;8741689;12204348;87190;50109;858873;
6000;9001370;9001370;29327474;71359;9028731;13029212;85183;48120;1029915;
6100;9307696;9307696;30424520;72644;9335668;12860163;89368;47827;861993;
6200;9594463;9594463;30978208;74067;9623010;13186559;90125;48542;893312;
6300;9889279;9889279;31878228;75381;9918236;13333153;90890;49105;889334;
6400;10248567;10248567;32814312;76789;10278070;14190727;93690;49941;905537;
6500;10554386;10554386;34063123;78118;10584317;14543695;94076;52489;926301;
6600;10855084;10855084;34971130;79530;10885568;14595003;96905;53013;940952;
6700;11247619;11247619;36464900;80884;11278622;15197111;99027;55375;983817;
6800;11602949;11602949;37184546;82322;11634515;15996511;100894;55002;984871;
6900;11894377;11894377;38115974;83583;11926422;15996362;100520;54883;983245;
7000;12234622;12234622;39742338;85029;12267271;16979735;103780;57457;1021868;
7100;12591327;12591327;40239581;86375;12624604;17142724;105535;56373;1012153;
7200;12991892;12991892;41661726;87764;13025742;17626105;106911;57441;1025438;
7300;13340840;13340840;42540936;89182;13375197;18169004;108754;58406;1088924;
7400;13674481;13674481;43835135;90508;13709365;18622369;109829;60935;1068392;
7500;14067023;14067023;45472444;91921;14102430;19087311;109053;59204;1105853;
7600;14405476;14405476;45913680;93313;14441549;19434789;115698;63516;1159135;
7700;14793241;14793241;47862944;94689;14829904;20185314;113912;62535;1126036;
7800;15240352;15240352;49066756;96074;15277567;20412758;115745;63389;1144530;
7900;15618494;15618494;51922816;97439;15656286;21278084;118812;65492;1238243;
8000;16030844;16030844;51740696;98905;16069311;21861503;121426;67254;1245369;
8100;16371443;16371443;52691079;100298;16410573;22097413;123736;69414;1412247;
8200;16827726;16827726;54155502;101639;16867585;22530393;123922;69124;1206605;
8300;17247234;17247234;55904935;103007;17287427;23171444;129483;71338;1298129;
8400;17663671;17663671;56668707;104437;17704343;23968538;128565;70285;1436937;
8500;18045012;18045012;57946322;105744;18086084;24156632;128347;69409;1304214;
8600;18522752;18522752;60213202;107191;18564358;25111301;132118;73348;1301278;
8700;18967122;18967122;60845396;108567;19009248;25621689;131706;69605;1272123;
8800;19325492;19325492;61985263;109923;19368052;25946914;134406;71744;1301066;
8900;19905472;19905472;63841504;111321;19948574;26925828;134654;74061;1320597;
9000;20207370;20207370;64963920;112672;20250927;27157588;136590;75356;1333050;
9100;20768542;20768542;66586209;114046;20812671;27702813;139942;79018;1401645;
9200;21139796;21139796;68521343;115493;21184640;28452966;141782;77314;1384920;
9300;21696592;21696592;69364044;116857;21741818;29191936;141136;75980;1380693;
9400;22102618;22102618;70363508;118214;22148324;29866120;144643;80490;1435954;
9500;22556963;22556963;72148931;119588;22603191;30108010;142612;74200;1435578;
9600;23116246;23116246;73916637;121058;23163072;30924907;148071;77541;1419405;
9700;23568811;23568811;75147891;122380;23616214;31841737;149836;78568;1428470;
9800;24023907;24023907;76405891;123751;24071822;32411054;151360;80491;1450051;
9900;24432790;24432790;78070687;125090;24481213;32890518;157556;86085;1519086;
10000;24967909;24967909;80131561;126583;25017017;33349362;154907;84673;1614564;
