5500;7570621;7570621;23576112;64901;7595316;19192617;84418;39426;746216;
5600;7784175;7784175;32301854;66102;7809346;10663477;82641;49066;776313;
5700;8315548;8315548;25618256;67380;8341223;21233819;89117;53316;853699;
5800;8408176;8408176;33879777;68741;8434377;11615263;85819;41517;776703;
5900;8701351;8701351;26694156;70087;8728083;21600203;81730;41791;801350;
6000;9055751;9055751;35773259;71407;9083185;12441931;83484;44854;808985;
6100;9415896;9415896;34574995;72656;9443844;16733342;88944;51195;877354;
6200;9584749;9584749;37397761;74048;9613309;13096353;95512;60462;911910;
6300;9943476;9943476;40378916;75360;9972446;13904716;87276;46237;980830;
6400;10310582;10310582;42341267;76681;10340041;15299482;94840;48820;971854;
6500;10618394;10618394;41216795;78166;10648365;16365704;89373;50417;899647;
6600;10874049;10874049;41962720;79436;10904365;15899980;98081;50802;912110;
6700;11191926;11191926;43633459;81028;11223087;17510506;97393;53177;947497;
6800;11537807;11537807;48812593;82332;11569349;18355148;99627;58105;1093364;
6900;11867595;11867595;45753821;83668;11899753;16388608;96633;55684;931387;
7000;12229490;12229490;48202807;85070;12262151;16626860;104148;56670;985840;
7100;12677874;12677874;47998048;86437;12711159;17138731;98416;52201;954250;
7200;13026479;13026479;48713425;87818;13060383;17811928;104907;58190;1011278;
7300;13314772;13314772;49977644;89158;13349128;17951363;106238;59648;1021016;
7400;13755553;13755553;50957572;90471;13790469;18721352;109059;54808;1011249;
7500;14124085;14124085;52042681;91883;14159532;20747386;109760;64069;1067955;
7600;14478987;14478987;53437998;93291;14515071;20025747;110699;59260;1029984;
7700;14867691;14867691;54286266;94578;14904342;19974440;121551;71055;1223140;
7800;15115493;15115493;56209115;96095;15152689;20599756;121679;70032;1141716;
7900;15711192;15711192;57276088;97451;15749022;21303701;117804;58563;1094265;
8000;16023414;16023414;57597658;98768;16061906;21565558;118435;66680;1131436;
8100;16487014;16487014;59339733;100340;16526133;22072670;118719;63551;1128260;
8200;16810190;16810190;62667053;101677;16850085;24340753;117995;60590;1107090;
8300;17182604;17182604;61032804;102988;17222671;23055344;122989;63630;1198825;
8400;17818840;17818840;63261451;104420;17859415;24037628;125598;68519;1203974;
8500;17878113;17878113;62773987;105749;17919173;23890939;139275;65698;1222529;
8600;18688131;18688131;65432450;107087;18729645;24889433;126564;66635;1204846;
8700;18982565;18982565;66150742;108476;19024678;25385114;141225;81883;1295127;
8800;19525888;19525888;67716543;109843;19568464;26058761;128120;69292;1212670;
8900;19716264;19716264;68534814;111376;19759283;28164325;132989;72190;1291500;
9000;20061300;20061300;70296707;112685;20105011;26970261;136935;77838;1346684;
9100;20752890;20752890;71064273;113985;20796997;27782901;139784;75398;1306318;
9200;21238723;21238723;72692311;115357;21283578;31510263;135555;73117;1304074;
9300;21607830;21607830;73651701;116768;21653053;28784212;142615;78348;1362094;
9400;21802591;21802591;74672958;118205;21848306;29030158;147632;77801;1399495;
9500;22831016;22831016;79145042;119731;22877263;32444644;153641;86087;1426386;
9600;23104335;23104335;77874391;120988;23151091;30734952;150804;84409;1480167;
9700;23941019;23941019;80532372;122507;23988470;31960346;152020;73420;1368747;
9800;23915621;23915621;80968861;123729;23963546;32381835;145913;77185;1393784;
9900;24533292;24533292;83187930;125230;24581866;33174530;148903;79939;1410195;
10000;25098914;25098914;84124507;126454;25147946;35069914;158443;82502;1452856;
